pop1,pop2,mean_pairwise_IBD_length,pop1_size,pop2_size,IBD_len_SE,lat,long,continent,country
Austria-AJ,Hazara,0.951,3,11,0.275,33.5,70,Asia,Pakistan
Algerian,Adygei,0.567,4,31,0.136,44.39,39.31,Europe,Russia
French-Southeast,Karachay,2.716,5,11,0.342,43.94,42.52,Europe,Russia
Eritrean,Mozabite,0.401,3,21,0.12,32,3,Africa,Algeria
Shaigi,general-AJ,1.609,3,7,0.376,52.23,21.02,Europe,Poland
Kryashen,Sindhi,1.503,3,14,0.309,25.49,69,Asia,Pakistan
Jew-Iraqi,German,1.321,6,13,0.225,51.48,10.37,Europe,Germany
Kyrgyz-South,Veps,2.283,6,12,0.296,61.3,35.01,Europe,Russia
Jew-Cochin,Swede,1.33,5,20,0.188,59.31,18,Europe,Sweden
Algerian,Bengali,0.662,4,9,0.213,23.51,89.9,Asia,Bangladesh
Spanish-Northwest,Jew-Italian,2.087,5,11,0.278,41.9,12.48,Europe,Italy
Afar,Syrian,0.525,5,8,0.184,35.13,36.87,Asia,Syria
Jew-Iberian,Bulgarian,1.879,3,9,0.53,42.16,24.74,Europe,Bulgaria
Mansi,Ukranian-East,5.338,5,8,0.92,50.74,34.39,Europe,Ukraine
Scot,Spanish-Northwest,5.307,4,5,0.682,42.5,-8.1,Europe,Spain
Kryashen,Afar,0.527,3,5,0.294,11.8,41.4,Africa,Ethiopia
Netherlands-AJ,Czechia-AJ,90.09,4,13,4.95,50.08,14.47,Europe,Czechia
English-Southwest,Iranian-South,2.183,5,8,0.362,27.18,56.27,Asia,Iran
Afar,Yemenite-Northwest,0.961,5,26,0.161,15.74,44.45,Asia,Yemen
Cossack,Czech,9.39,4,10,0.909,50.1,14.4,Europe,Czechoslovakia
Scot,Italian-South,4.325,4,15,0.437,41.89,14.49,Europe,Italy
French-Southwest,Gagauz,2.035,6,9,0.346,45.54,28.38,Europe,Moldova
Sicilian-East,Kyrgyz-North,0.975,6,25,0.131,43.12,81.15,Asia,Kyrgyzstan
Basque-Spain,Tatar-Siberia,1.862,6,21,0.26,57.75,67.71,Asia,Russia
Basque-Spain,Ukranian-East,4.584,6,8,0.491,50.74,34.39,Europe,Ukraine
Libyan,Jew-Italian,1.064,5,11,0.209,41.9,12.48,Europe,Italy
Eritrean,Maltese,0.799,3,8,0.319,35.94,14.38,Europe,Malta
Jew-Iberian,Lithuania-AJ,5.845,3,27,0.518,54.68,25.32,Europe,Lithuania
Jew-Cochin,Hemshin,1.263,5,8,0.314,41,39.7,Europe,Russia
Mansi,Spanish-Central,2.435,5,21,0.241,40.36,-3.74,Europe,Spain
Sicilian-East,Spanish-South,2.156,6,8,0.323,37.7,-3.55,Europe,Spain
English-Southwest,Brahui,1.625,5,21,0.222,30.5,66.5,Asia,Pakistan
French-Southwest,Adygei,1.563,6,31,0.16,44.39,39.31,Europe,Russia
Algerian,Tajik,0.824,4,32,0.137,38.41,69.6,Asia,Tajikistan
English-Southeast,Abkhasian,2.103,5,12,0.278,43.04,40.93,Asia,Abkhazia
Brahmin,Abkhasian,0.738,3,12,0.262,43.04,40.93,Asia,Abkhazia
Shaigi,Sardinian,1.676,3,20,0.265,40,9,Europe,Italy
French-Southeast,Jordanian,0.837,5,11,0.201,32.03,35.91,Asia,Jordan
Austria-AJ,Kumyk,1.527,3,11,0.383,43.18,46.76,Europe,Russia
Eritrean,Iranian-Central,0.296,3,22,0.11,31.43,51.07,Asia,Iran
Shaigi,Jew-Yemenite,1.171,3,7,0.47,15.35,44.2,Asia,Yemen
Kryashen,Italian-South,3.248,3,15,0.486,41.89,14.49,Europe,Italy
Jew-Iraqi,Somali,0.39,6,13,0.1,5.6,48.3,Africa,Kenya
Algerian,French-North,1.033,4,9,0.25,50.18,2.37,Europe,France
Jew-Cochin,Brahui,2.016,5,21,0.214,30.5,66.5,Asia,Pakistan
Kyrgyz-South,Norwegian,1.4,6,12,0.22,60.32,5.81,Europe,Norway
Afar,Jew-Libyan,0.524,5,8,0.171,32.92,13.18,Africa,Libya
Spanish-Northwest,Italian-Northwest,2.932,5,11,0.408,45.05,7.52,Europe,Italy
Jew-Iberian,Albanian,1.72,3,9,0.327,41.32,19.82,Europe,Albania
Mansi,Turkmen,3.367,5,8,0.497,42.49,59.41,Asia,Uzbekistan
Scot,English-Southwest,7.768,4,5,0.897,50.3,-4.9,Europe,United Kingdom
Kryashen,English-Southeast,1.808,3,5,0.551,51.19,0.73,Europe,United Kingdom
Netherlands-AJ,Lezgin,2.07,4,13,0.354,42.05,48.1,Europe,Russia
English-Southwest,Ukranian-West,4.86,5,8,0.7,50.3,25.49,Europe,Ukraine
Afar,Jew-Bulgarian,0.522,5,26,0.1,42.68,23.32,Europe,Bulgaria
Scot,Tuscan,4.614,4,15,0.408,43.36,11.12,Europe,Italy
Cossack,Assyrian-MiddleEast,1.606,4,11,0.268,37.27,44.21,Asia,Turkey
French-Southwest,Bengali,0.215,6,9,0.113,23.51,89.9,Asia,Bangladesh
Sicilian-East,Yemenite-Northwest,0.994,6,26,0.142,15.74,44.45,Asia,Yemen
Eritrean,Tunisian,0.182,3,8,0.126,36.82,10.17,Africa,Tunisia
Basque-Spain,Turkmen,0.902,6,8,0.219,42.49,59.41,Asia,Uzbekistan
Libyan,Italian-Northwest,1.119,5,11,0.251,45.05,7.52,Europe,Italy
Jew-Iberian,Roman-Iberia,1.456,3,28,0.248,40.67,-3.14,Europe,Spain
Jew-Cochin,Iranian-South,2.425,5,8,0.394,27.18,56.27,Asia,Iran
Sicilian-East,Darginian,1.517,6,8,0.329,42.18,47.22,Europe,Russia
Basque-Spain,Spanish-Central,17.188,6,21,0.856,40.36,-3.74,Europe,Spain
Mansi,Hungarian,4.655,5,21,0.48,47.49,19.07,Europe,Hungary
Algerian,Palestinian,1.113,4,33,0.148,32.13,35.04,Asia,Israel
English-Southwest,Uzbek-East,1.616,5,21,0.195,41.18,69.22,Asia,Uzbekistan
French-Southwest,Tajik,1.674,6,32,0.164,38.41,69.6,Asia,Tajikistan
English-Southeast,Icelandic,9.089,5,12,0.747,64.13,-21.93,Europe,Iceland
Shaigi,Uzbek-West,0.317,3,8,0.177,41.55,60.63,Asia,Uzbekistan
Shaigi,Baloch,1.074,3,20,0.268,30.5,66.5,Asia,Pakistan
Brahmin,Icelandic,2.146,3,12,0.358,64.13,-21.93,Europe,Iceland
French-Southeast,Finn,4.745,5,11,0.52,60.39,24.49,Europe,Finland
Austria-AJ,Orcadian,2.2,3,11,0.427,59,-3,Europe,United Kingdom
Eritrean,Romania-AJ,1.059,3,23,0.227,44.43,26.1,Europe,Romania
Kryashen,Tuscan,3.106,3,15,0.432,43.36,11.12,Europe,Italy
Jew-Iraqi,Czechia-AJ,2.503,6,13,0.356,50.08,14.47,Europe,Czechia
Algerian,Ingush,0.699,4,9,0.239,43.52,44.58,Europe,Russia
Jew-Cochin,Uzbek-East,0.753,5,21,0.125,41.18,69.22,Asia,Uzbekistan
Afar,Spanish-South,0.316,5,8,0.137,37.7,-3.55,Europe,Spain
Kyrgyz-South,Abkhasian,0.77,6,12,0.203,43.04,40.93,Asia,Abkhazia
Spanish-Northwest,Ukranian-Central,3.068,5,12,0.36,50.47,30.3,Europe,Ukraine
Jew-Iberian,Turk-Northeast,1.577,3,9,0.404,41,39.73,Asia,Turkey
Mansi,Turk-West,1.774,5,8,0.307,37.92,27.75,Asia,Turkey
Netherlands-AJ,Kazakh-East,1.298,4,13,0.293,44,87.46,Asia,Kazakhstan
Scot,French-Southeast,4.916,4,5,0.891,44.01,6.21,Europe,France
English-Southwest,Russian-Southwest,4.871,5,8,0.609,51.34,36.86,Europe,Russia
Afar,Hungary-AJ,0.665,5,26,0.117,47.5,19.08,Europe,Hungary
Scot,Slovenian,5.046,4,15,0.473,46.15,15,Europe,Slovenia
Kryashen,Mansi,9.499,3,5,1.298,61.24,66.48,Asia,Russia
Cossack,Lebanese-Muslim,1.905,4,11,0.349,33.89,35.5,Asia,Lebanon
Eritrean,Jew-Turkish,0.79,3,8,0.307,41.02,28.95,Europe,Turkey
French-Southwest,French-North,4.849,6,9,0.504,50.18,2.37,Europe,France
Sicilian-East,Jew-Bulgarian,1.899,6,26,0.202,42.68,23.32,Europe,Bulgaria
Basque-Spain,Turk-West,1.828,6,8,0.381,37.92,27.75,Asia,Turkey
Jew-Iberian,Yemenite-Highlands,0.767,3,29,0.151,14.34,44.68,Asia,Yemen
Jew-Cochin,Ukranian-West,0.779,5,8,0.201,50.3,25.49,Europe,Ukraine
Libyan,Ukranian-Central,1.318,5,12,0.227,50.47,30.3,Europe,Ukraine
Basque-Spain,Hungarian,3.737,6,21,0.254,47.49,19.07,Europe,Hungary
Sicilian-East,Jew-Kurdish,1.695,6,8,0.331,36.34,43.15,Asia,Iraq
Algerian,Mordvin,0.917,4,34,0.148,54.49,44.21,Europe,Russia
Mansi,Mozabite,0.719,5,21,0.135,32,3,Africa,Algeria
French-Southwest,Palestinian,0.921,6,33,0.112,32.13,35.04,Asia,Israel
English-Southwest,Tatar-Siberia,2.119,5,21,0.228,57.75,67.71,Asia,Russia
Shaigi,Hemshin,1.429,3,8,0.354,41,39.7,Europe,Russia
English-Southeast,Italian-North,4.864,5,12,0.479,46,10,Europe,Italy
Shaigi,Swede,1.495,3,20,0.26,59.31,18,Europe,Sweden
Brahmin,Italian-North,1.88,3,12,0.314,46,10,Europe,Italy
Kryashen,Slovenian,7.321,3,15,0.7,46.15,15,Europe,Slovenia
Austria-AJ,Uyghur-North,1.22,3,11,0.355,43.95,80.86,Asia,China
Eritrean,BedouinA,0.985,3,23,0.185,31,35,Asia,Israel
French-Southeast,Jew-Italian,2.413,5,11,0.392,41.9,12.48,Europe,Italy
Jew-Iraqi,Lezgin,0.969,6,13,0.213,42.05,48.1,Europe,Russia
Algerian,Chechen,0.812,4,9,0.269,43.33,45.65,Europe,Russia
Afar,Darginian,0.06,5,8,0.06,42.18,47.22,Europe,Russia
Jew-Cochin,Tatar-Siberia,0.836,5,21,0.172,57.75,67.71,Asia,Russia
Mansi,Maltese,2.003,5,8,0.396,35.94,14.38,Europe,Malta
Jew-Iberian,Russian-Northwest,1.399,3,9,0.364,57.59,28.73,Europe,Russia
Spanish-Northwest,Tabasaran,1.925,5,12,0.312,42.05,47.81,Europe,Russia
Netherlands-AJ,Kazakh-West,0.696,4,13,0.193,51.8,67.16,Asia,Kazakhstan
Kyrgyz-South,Icelandic,1.029,6,12,0.208,64.13,-21.93,Europe,Iceland
English-Southwest,Ukranian-East,5.516,5,8,0.581,50.74,34.39,Europe,Ukraine
Afar,Georgian,0.244,5,26,0.069,41.96,42.06,Asia,Turkey
Scot,Jew-Cochin,2.575,4,5,0.539,9.97,76.28,Asia,India
Scot,Slovakian,6.249,4,15,0.58,48.67,19.7,Europe,Slovakia
Cossack,Hazara,1.679,4,11,0.334,33.5,70,Asia,Pakistan
Kryashen,Spanish-Northwest,2.811,3,5,0.851,42.5,-8.1,Europe,Spain
Eritrean,Syrian,0.658,3,8,0.244,35.13,36.87,Asia,Syria
Sicilian-East,Hungary-AJ,2.434,6,26,0.211,47.5,19.08,Europe,Hungary
French-Southwest,Ingush,1.259,6,9,0.269,43.52,44.58,Europe,Russia
Basque-Spain,Maltese,3.604,6,8,0.488,35.94,14.38,Europe,Malta
Jew-Iberian,Spanish-Balearic,2.618,3,29,0.326,39.33,2.37,Europe,Spain
Jew-Cochin,Russian-Southwest,0.98,5,8,0.244,51.34,36.86,Europe,Russia
Sicilian-East,Jew-Iranian,1.614,6,9,0.378,35.7,51.42,Asia,Iran
Libyan,Tabasaran,1.035,5,12,0.223,42.05,47.81,Europe,Russia
Algerian,Ukraine-AJ,1.549,4,38,0.19,50.43,30.52,Europe,Ukraine
Basque-Spain,Mozabite,1.719,6,21,0.212,32,3,Africa,Algeria
English-Southwest,Spanish-Central,4.076,5,21,0.325,40.36,-3.74,Europe,Spain
Mansi,Iranian-Central,1.511,5,22,0.202,31.43,51.07,Asia,Iran
Shaigi,Iranian-South,0.75,3,8,0.276,27.18,56.27,Asia,Iran
French-Southwest,Mordvin,3.459,6,34,0.22,54.49,44.21,Europe,Russia
English-Southeast,Circassian,2.721,5,12,0.353,44.28,41.55,Europe,Russia
Shaigi,Brahui,0.555,3,21,0.149,30.5,66.5,Asia,Pakistan
Kryashen,Slovakian,8.257,3,15,0.617,48.67,19.7,Europe,Slovakia
Jew-Iraqi,Kazakh-East,0.669,6,13,0.161,44,87.46,Asia,Kazakhstan
Brahmin,Circassian,1.388,3,12,0.339,44.28,41.55,Europe,Russia
Austria-AJ,Spanish-Valencia,2.233,3,11,0.446,39.02,-0.37,Europe,Spain
Eritrean,Nogai,0.445,3,25,0.127,44.82,43.22,Europe,Russia
French-Southeast,Italian-Northwest,4.98,5,11,0.535,45.05,7.52,Europe,Italy
Algerian,Kurd,3.32,4,10,0.997,43.8,40.4,Asia,Russia
Afar,Jew-Kurdish,0.318,5,8,0.167,36.34,43.15,Asia,Iraq
Jew-Cochin,Spanish-Central,1.658,5,21,0.24,40.36,-3.74,Europe,Spain
Mansi,Tunisian,0.78,5,8,0.218,36.82,10.17,Africa,Tunisia
Netherlands-AJ,Lithuanian,4.745,4,13,0.566,55,23.93,Europe,Lithuania
Jew-Iberian,Latvian,3.371,3,9,0.678,56.91,24.1,Europe,Latvia
English-Southwest,Turkmen,1.41,5,8,0.309,42.49,59.41,Asia,Uzbekistan
Afar,Germany-AJ,0.531,5,26,0.101,52.52,13.4,Europe,Germany
Spanish-Northwest,Veps,2.964,5,12,0.349,61.3,35.01,Europe,Russia
Kyrgyz-South,Italian-North,1.054,6,12,0.196,46,10,Europe,Italy
Scot,Libyan,1.457,4,5,0.346,32.88,13.19,Africa,Libya
Cossack,Kumyk,2.239,4,11,0.352,43.18,46.76,Europe,Russia
Scot,Corsican,4.163,4,16,0.441,42.04,9.01,Europe,France
Kryashen,English-Southwest,3.756,3,5,1.025,50.3,-4.9,Europe,United Kingdom
Eritrean,Jew-Libyan,0.976,3,8,0.305,32.92,13.18,Africa,Libya
Sicilian-East,Georgian,0.998,6,26,0.133,41.96,42.06,Asia,Turkey
French-Southwest,Chechen,2.11,6,9,0.34,43.33,45.65,Europe,Russia
Basque-Spain,Tunisian,0.939,6,8,0.236,36.82,10.17,Africa,Tunisia
Jew-Cochin,Ukranian-East,1.484,5,8,0.364,50.74,34.39,Europe,Ukraine
Jew-Iberian,Druze,1.165,3,30,0.19,32.05,35.02,Asia,Israel
Sicilian-East,Lak,1.15,6,9,0.224,42.17,47.12,Europe,Russia
Libyan,Veps,1.302,5,12,0.212,61.3,35.01,Europe,Russia
Algerian,Russia-AJ,1.264,4,39,0.151,55.75,37.62,Europe,Russia
Basque-Spain,Iranian-Central,1.564,6,22,0.181,31.43,51.07,Asia,Iran
English-Southwest,Hungarian,5.05,5,21,0.363,47.49,19.07,Europe,Hungary
Shaigi,Ukranian-West,0.871,3,8,0.372,50.3,25.49,Europe,Ukraine
French-Southwest,Ukraine-AJ,1.997,6,38,0.164,50.43,30.52,Europe,Ukraine
Mansi,Romania-AJ,1.983,5,23,0.254,44.43,26.1,Europe,Romania
Jew-Iraqi,Kazakh-West,0.748,6,13,0.165,51.8,67.16,Asia,Kazakhstan
English-Southeast,Iranian-North,1.389,5,12,0.216,36.29,52.43,Asia,Iran
Shaigi,Uzbek-East,0.435,3,21,0.133,41.18,69.22,Asia,Uzbekistan
Austria-AJ,Moldavian,2.443,3,11,0.503,46.51,29.66,Europe,Moldova
Kryashen,Corsican,3.031,3,16,0.417,42.04,9.01,Europe,France
Brahmin,Iranian-North,0.756,3,12,0.288,36.29,52.43,Asia,Iran
Eritrean,Kyrgyz-North,0.28,3,25,0.102,43.12,81.15,Asia,Kyrgyzstan
French-Southeast,Ukranian-Central,4.142,5,12,0.564,50.47,30.3,Europe,Ukraine
Algerian,Avar,0.498,4,10,0.163,41.93,47.33,Europe,Russia
Afar,Jew-Iranian,0.514,5,9,0.158,35.7,51.42,Asia,Iran
Netherlands-AJ,Balkar,1.61,4,13,0.297,43.5,43.61,Europe,Russia
Mansi,Jew-Turkish,1.044,5,8,0.279,41.02,28.95,Europe,Turkey
Jew-Cochin,Hungarian,1.307,5,21,0.181,47.49,19.07,Europe,Hungary
English-Southwest,Turk-West,2.042,5,8,0.349,37.92,27.75,Asia,Turkey
Jew-Iberian,Gagauz,1.242,3,9,0.298,45.54,28.38,Europe,Moldova
Afar,Tatar-Volga,0.294,5,26,0.08,54.19,52.71,Europe,Russia
Spanish-Northwest,Norwegian,4.388,5,12,0.381,60.32,5.81,Europe,Norway
Scot,Basque-Spain,5.509,4,6,0.762,43.13,-2.08,Europe,Spain
Kyrgyz-South,Circassian,1.638,6,12,0.256,44.28,41.55,Europe,Russia
Kryashen,French-Southeast,3.349,3,5,0.858,44.01,6.21,Europe,France
Scot,Greek-South,2.927,4,16,0.341,37.9,23.7,Europe,Greece
Cossack,Orcadian,4.491,4,11,0.556,59,-3,Europe,United Kingdom
Jew-Cochin,Turkmen,0.877,5,8,0.21,42.49,59.41,Asia,Uzbekistan
Sicilian-East,Germany-AJ,2.406,6,26,0.205,52.52,13.4,Europe,Germany
Eritrean,Spanish-South,0.592,3,8,0.289,37.7,-3.55,Europe,Spain
French-Southwest,Kurd,1.591,6,10,0.295,43.8,40.4,Asia,Russia
Basque-Spain,Jew-Turkish,2.534,6,8,0.366,41.02,28.95,Europe,Turkey
Jew-Iberian,Adygei,1.227,3,31,0.207,44.39,39.31,Europe,Russia
Sicilian-East,Punjabi,0.53,6,9,0.148,29.89,74.48,Asia,Pakistan
Algerian,Bashkir,0.757,4,56,0.088,54.32,56.12,Europe,Russia
Libyan,Norwegian,1.073,5,12,0.198,60.32,5.81,Europe,Norway
Basque-Spain,Romania-AJ,3.791,6,23,0.263,44.43,26.1,Europe,Romania
Shaigi,Russian-Southwest,0.95,3,8,0.351,51.34,36.86,Europe,Russia
English-Southwest,Mozabite,1.628,5,21,0.206,32,3,Africa,Algeria
French-Southwest,Russia-AJ,2.098,6,39,0.173,55.75,37.62,Europe,Russia
Mansi,BedouinA,0.89,5,23,0.163,31,35,Asia,Israel
Jew-Iraqi,Lithuanian,1.103,6,13,0.223,55,23.93,Europe,Lithuania
English-Southeast,BedouinB,1.048,5,12,0.215,31,35,Asia,Israel
Kryashen,Greek-South,3.193,3,16,0.389,37.9,23.7,Europe,Greece
Austria-AJ,Jew-Azeri,2.465,3,11,0.517,40.88,48.02,Asia,Azerbaijan
Shaigi,Tatar-Siberia,0.448,3,21,0.13,57.75,67.71,Asia,Russia
Algerian,Turk-South,1.164,4,10,0.289,37,35.32,Asia,Turkey
Brahmin,BedouinB,1.139,3,12,0.269,31,35,Asia,Israel
Eritrean,Yemenite-Northwest,1.579,3,26,0.25,15.74,44.45,Asia,Yemen
French-Southeast,Tabasaran,2.538,5,12,0.348,42.05,47.81,Europe,Russia
Afar,Lak,0.095,5,9,0.066,42.17,47.12,Europe,Russia
Netherlands-AJ,Kabardian,1.811,4,13,0.372,43.45,43.37,Europe,Russia
Mansi,Syrian,1.063,5,8,0.358,35.13,36.87,Asia,Syria
Jew-Iberian,Bengali,0.711,3,9,0.286,23.51,89.9,Asia,Bangladesh
Jew-Cochin,Mozabite,0.886,5,21,0.178,32,3,Africa,Algeria
English-Southwest,Maltese,2.322,5,8,0.353,35.94,14.38,Europe,Malta
Afar,Yemenite-Desert,1.361,5,27,0.189,16.48,50.03,Asia,Yemen
Spanish-Northwest,Abkhasian,1.596,5,12,0.287,43.04,40.93,Asia,Abkhazia
Cossack,Uyghur-North,2.401,4,11,0.354,43.95,80.86,Asia,China
Scot,Kyrgyz-South,1.62,4,6,0.431,38.11,73.86,Asia,Tajikistan
Kyrgyz-South,Iranian-North,0.497,6,12,0.129,36.29,52.43,Asia,Iran
Scot,Estonian,7.442,4,16,0.513,58.45,25.31,Europe,Estonia
Kryashen,Jew-Cochin,1.077,3,5,0.569,9.97,76.28,Asia,India
Eritrean,Darginian,0.35,3,8,0.197,42.18,47.22,Europe,Russia
Jew-Cochin,Turk-West,1.033,5,8,0.277,37.92,27.75,Asia,Turkey
Sicilian-East,Tatar-Volga,2.217,6,26,0.206,54.19,52.71,Europe,Russia
French-Southwest,Avar,2.089,6,10,0.27,41.93,47.33,Europe,Russia
Basque-Spain,Syrian,1.257,6,8,0.321,35.13,36.87,Asia,Syria
Jew-Iberian,Tajik,0.97,3,32,0.165,38.41,69.6,Asia,Tajikistan
Algerian,Spanish-Catalonia,1.622,4,57,0.139,41.68,1.66,Europe,Spain
Sicilian-East,Lebanese-Christian,1.788,6,9,0.289,33.89,35.5,Asia,Lebanon
Libyan,Abkhasian,0.618,5,12,0.167,43.04,40.93,Asia,Abkhazia
Shaigi,Ukranian-East,1.658,3,8,0.501,50.74,34.39,Europe,Ukraine
Basque-Spain,BedouinA,1.279,6,23,0.179,31,35,Asia,Israel
English-Southwest,Iranian-Central,1.593,5,22,0.2,31.43,51.07,Asia,Iran
French-Southwest,Bashkir,1.851,6,56,0.119,54.32,56.12,Europe,Russia
Jew-Iraqi,Balkar,1.735,6,13,0.26,43.5,43.61,Europe,Russia
Mansi,Nogai,4.277,5,25,0.315,44.82,43.22,Europe,Russia
Algerian,Karakalpak,0.717,4,10,0.233,42.48,59.61,Asia,Uzbekistan
Kryashen,Estonian,12.546,3,16,0.841,58.45,25.31,Europe,Estonia
English-Southeast,Jew-Uzbek,2.338,5,12,0.335,41.31,69.29,Asia,Uzbekistan
Austria-AJ,Karachay,1.972,3,11,0.463,43.94,42.52,Europe,Russia
Shaigi,Spanish-Central,1.433,3,21,0.21,40.36,-3.74,Europe,Spain
Eritrean,Jew-Bulgarian,0.815,3,26,0.16,42.68,23.32,Europe,Bulgaria
Brahmin,Jew-Uzbek,1.368,3,12,0.301,41.31,69.29,Asia,Uzbekistan
Afar,Punjabi,0.125,5,9,0.09,29.89,74.48,Asia,Pakistan
Netherlands-AJ,Belarusian,4.759,4,14,0.522,53.64,27.47,Europe,Belarus
French-Southeast,Veps,4.097,5,12,0.472,61.3,35.01,Europe,Russia
Mansi,Jew-Libyan,1.135,5,8,0.274,32.92,13.18,Africa,Libya
English-Southwest,Tunisian,1.779,5,8,0.378,36.82,10.17,Africa,Tunisia
Jew-Iberian,French-North,2.406,3,9,0.592,50.18,2.37,Europe,France
Jew-Cochin,Iranian-Central,1.175,5,22,0.193,31.43,51.07,Asia,Iran
Afar,Lithuania-AJ,0.554,5,27,0.106,54.68,25.32,Europe,Lithuania
Spanish-Northwest,Icelandic,4.597,5,12,0.53,64.13,-21.93,Europe,Iceland
Scot,Russian-Arctic,6.471,4,17,0.477,63.43,45.1,Europe,Russia
Cossack,Spanish-Valencia,2.814,4,11,0.497,39.02,-0.37,Europe,Spain
Scot,Sicilian-East,3.076,4,6,0.582,37.14,15.24,Europe,Italy
Eritrean,Jew-Kurdish,0.651,3,8,0.287,36.34,43.15,Asia,Iraq
Kyrgyz-South,BedouinB,0.909,6,12,0.256,31,35,Asia,Israel
Kryashen,Libyan,1.272,3,5,0.377,32.88,13.19,Africa,Libya
Jew-Cochin,Maltese,1.477,5,8,0.295,35.94,14.38,Europe,Malta
Sicilian-East,Yemenite-Desert,1.115,6,27,0.142,16.48,50.03,Asia,Yemen
French-Southwest,Turk-South,1.444,6,10,0.256,37,35.32,Asia,Turkey
Jew-Iberian,Palestinian,1.036,3,33,0.158,32.13,35.04,Asia,Israel
Basque-Spain,Jew-Libyan,1.738,6,8,0.329,32.92,13.18,Africa,Libya
Algerian,Poland-AJ,1.507,4,57,0.147,52.25,21,Europe,Poland
Shaigi,Turkmen,0.095,3,8,0.095,42.49,59.41,Asia,Uzbekistan
Sicilian-East,Bulgarian,2.112,6,9,0.321,42.16,24.74,Europe,Bulgaria
Libyan,Icelandic,1.525,5,12,0.254,64.13,-21.93,Europe,Iceland
Basque-Spain,Nogai,1.894,6,25,0.189,44.82,43.22,Europe,Russia
English-Southwest,Romania-AJ,2.644,5,23,0.266,44.43,26.1,Europe,Romania
French-Southwest,Spanish-Catalonia,7.594,6,57,0.285,41.68,1.66,Europe,Spain
Algerian,Turk-Central,0.464,4,10,0.166,38.73,35.48,Asia,Turkey
Jew-Iraqi,Kabardian,1.123,6,13,0.186,43.45,43.37,Europe,Russia
Kryashen,Russian-Arctic,13.459,3,17,0.818,63.43,45.1,Europe,Russia
English-Southeast,Greek-North,3.222,5,13,0.359,40.64,22.94,Europe,Greece
Shaigi,Hungarian,1.175,3,21,0.24,47.49,19.07,Europe,Hungary
Eritrean,Hungary-AJ,1.155,3,26,0.213,47.5,19.08,Europe,Hungary
Austria-AJ,Jordanian,1.213,3,11,0.399,32.03,35.91,Asia,Jordan
Mansi,Kyrgyz-North,4.15,5,25,0.302,43.12,81.15,Asia,Kyrgyzstan
Netherlands-AJ,Basque-France,3.65,4,14,0.48,43,0,Europe,France
Afar,Lebanese-Christian,0.437,5,9,0.182,33.89,35.5,Asia,Lebanon
Brahmin,Greek-North,1.981,3,13,0.423,40.64,22.94,Europe,Greece
Mansi,Spanish-South,1.336,5,8,0.304,37.7,-3.55,Europe,Spain
French-Southeast,Norwegian,4.687,5,12,0.478,60.32,5.81,Europe,Norway
English-Southwest,Jew-Turkish,2.087,5,8,0.342,41.02,28.95,Europe,Turkey
Jew-Iberian,Ingush,1.478,3,9,0.444,43.52,44.58,Europe,Russia
Jew-Cochin,Romania-AJ,2.828,5,23,0.307,44.43,26.1,Europe,Romania
Afar,Roman-Iberia,0.466,5,28,0.115,40.67,-3.14,Europe,Spain
Cossack,Moldavian,7.621,4,11,0.8,46.51,29.66,Europe,Moldova
Spanish-Northwest,Italian-North,3.016,5,12,0.425,46,10,Europe,Italy
Scot,Karelian,6.069,4,17,0.477,60.85,32.14,Europe,Russia
Scot,Jew-Iraqi,1.907,4,6,0.47,33.33,44.42,Asia,Iraq
Eritrean,Jew-Iranian,1.617,3,9,0.37,35.7,51.42,Asia,Iran
Jew-Cochin,Tunisian,0.399,5,8,0.156,36.82,10.17,Africa,Tunisia
Sicilian-East,Lithuania-AJ,2.224,6,27,0.212,54.68,25.32,Europe,Lithuania
Kryashen,Basque-Spain,4.264,3,6,0.654,43.13,-2.08,Europe,Spain
Jew-Iberian,Mordvin,2.41,3,34,0.237,54.49,44.21,Europe,Russia
Basque-Spain,Spanish-South,16.174,6,8,1.051,37.7,-3.55,Europe,Spain
French-Southwest,Karakalpak,1.087,6,10,0.236,42.48,59.61,Asia,Uzbekistan
Algerian,Russian-Central,0.924,4,58,0.11,57.19,38.52,Europe,Russia
Kyrgyz-South,Jew-Uzbek,1.215,6,12,0.189,41.31,69.29,Asia,Uzbekistan
Shaigi,Turk-West,0.849,3,8,0.322,37.92,27.75,Asia,Turkey
Sicilian-East,Albanian,2.772,6,9,0.493,41.32,19.82,Europe,Albania
Libyan,Italian-North,1.631,5,12,0.298,46,10,Europe,Italy
Basque-Spain,Kyrgyz-North,1.302,6,25,0.176,43.12,81.15,Asia,Kyrgyzstan
Algerian,Moroccan,9.028,4,10,0.826,33.53,-7.58,Africa,Morocco
English-Southwest,BedouinA,1.164,5,23,0.182,31,35,Asia,Israel
French-Southwest,Poland-AJ,2.239,6,57,0.152,52.25,21,Europe,Poland
Kryashen,Karelian,14.875,3,17,1.175,60.85,32.14,Europe,Russia
English-Southeast,German,6.495,5,13,0.514,51.48,10.37,Europe,Germany
Jew-Iraqi,Belarusian,1.41,6,14,0.197,53.64,27.47,Europe,Belarus
Eritrean,Georgian,0.192,3,26,0.085,41.96,42.06,Asia,Turkey
Mansi,Yemenite-Northwest,0.724,5,26,0.132,15.74,44.45,Asia,Yemen
Austria-AJ,Finn,2.866,3,11,0.525,60.39,24.49,Europe,Finland
